"claim_id","claim","status","source_id","locator","retrieval_date","supports_page","notes"
"DK-M-011","Two of the 1,003 damage codes, values 110 and 1410, fall outside the 0-100 range every other value occupies. Every one of the 1,003 feature vectors otherwise matches the length its sign's schema declares.","VERIFIED","SRC-102; SRC-103","same; 04-AUDITS/domain-k-indus-corpus.py, feature_length_mismatches and damage_out_of_range","2026-09-09","the-script-they-didnt-read","Two evident keying errors in an otherwise perfectly conformant file set. Recorded because a dataset's error rate is part of what a reader needs, and because the conformance check passing is itself a result."
"DK-M-012","The bundled sign list folds 662 Parpola V-numbers into 396 sign classes: 201 classes take one V-number, 195 take more than one, the largest takes 7, and one class takes none.","VERIFIED","SRC-103","mayig/indus-valley-script-corpus @ ad2f1e2, features/*.json parpola_graphemes; 04-AUDITS/domain-k-indus-corpus.py","2026-09-09","the-script-they-didnt-read","The allography decision - which shapes are variants of one sign - is what turns 662 forms into 397 classes. It is an analyst's decision, and this one is a single annotator's, following Parpola's most inclusive scheme as he read it (DEP-030)."
"DK-M-013","The same 397 classes carry 498 distinct Wells sign numbers: 255 classes take one, 76 take more than one, the largest takes 17, and 66 classes carry no Wells number at all.","VERIFIED","SRC-103","same, wells_graphemes; 04-AUDITS/domain-k-indus-corpus.py","2026-09-09","the-script-they-didnt-read","One Parpola class absorbing 17 Wells signs is the measurement to keep. Whether that is Wells splitting finely or the aligner over-collapsing cannot be told from here: the Wells list itself is blocked (SRC-110)."
"DK-M-014","The same 397 classes carry 359 distinct Mahadevan sign numbers in 372 references: 305 classes take one, 29 take more than one, the largest takes 5, 63 carry no Mahadevan number, and 13 Mahadevan numbers appear under more than one Parpola class.","VERIFIED","SRC-103","same, mahadevan_graphemes; 04-AUDITS/domain-k-indus-corpus.py; the 13 are M002, M050, M064, M076, M099, M103, M161, M167, M168, M199, M216, M264, M409","2026-09-09","the-script-they-didnt-read","The 13 double-assigned numbers are internal inconsistencies of the crosswalk, since a crosswalk that sends one Mahadevan sign to two Parpola classes is not a function. They are 3.6% of the Mahadevan numbers referenced."
"DK-M-015","Across the four numbering systems present in this one retrieved file set, the count of distinct sign identities is 397, 662, 498 and 359 depending on which system is counted.","VERIFIED","SRC-103","derived from DK-M-012, DK-M-013 and DK-M-014 over features/*.json; 04-AUDITS/domain-k-indus-corpus.py","2026-09-09","the-script-they-didnt-read","This is a measurement, not an interpretation, and its interpretation is deliberately held to DK-I-002. Any statement of the form 'the Indus script has about N signs' is a statement about a sign list, and four sign lists in one file disagree by a factor of 1.8."
"DK-M-016","The retrieved digitization records no findspot, no stratum, no excavation, no date, no material, no dimension and no museum number for any of its 179 objects. Its records carry exactly three fields: id, description, graphemes.","VERIFIED","SRC-102","same, key inventory over all 179 files: side keys {id, description, graphemes}, grapheme keys {id, features}; 04-AUDITS/domain-k-indus-corpus.py","2026-09-09","the-script-they-didnt-read","The absence is in the file, not in the world: CISI carries this information and CISI is blocked here (DEP-029, SRC-109). Typed NOT PRESENT IN THE RETRIEVED DERIVATIVE in 03-REGISTERS/domain-k-absences.csv, which is a statement about this session's reach and not about the archaeological record."
"DK-M-017","The digitization states that it transcribes the sealing rather than the seal, so its sign order is the order in an impression and not the order cut into the stone.","VERIFIED","SRC-102","mayig/indus-valley-script-corpus @ ad2f1e2, README.md, Usage section: 'for seals, I have transcribed the sealing as opposed to the seal itself, as this was the intended way the inscriptions would be used'","2026-09-09","the-script-they-didnt-read","A transcription convention, recorded because it is an interpretive decision inside the data: it presumes the impression is the intended artefact. That presumption is reasonable and it is still a presumption, and it is invisible to anyone who reads the JSON without the README."
"DK-M-018","The retrieved digitization contains no sealing, no impression and no tablet as an object: all 179 records are seals.","VERIFIED","SRC-102","same, description field of all 179 records; 04-AUDITS/domain-k-indus-corpus.py","2026-09-09","the-script-they-didnt-read","§4.K names clay sealings and impressions and tablets as evidence classes to inventory. This session retrieved none of them. Recorded as a bound on the unit, not as a fact about the material."
"DK-M-019","ramnerd/IVC_script_decoded contains dataset/dataset_IVC.csv: 556 rows of comma-separated integers, no header, no artefact identifiers and no key resolving the integers to any published sign list.","VERIFIED","SRC-104","ramnerd/IVC_script_decoded @ 982d621, dataset/dataset_IVC.csv; row and field counts by awk","2026-09-09","the-script-they-didnt-read","Row widths run from 1 to 14 fields. Because no row carries an object number, no line can be checked against CISI, against Mahadevan or against SRC-102."
"DK-M-020","ramnerd/IVC_script_decoded states that its sign inventory is 'approximately 417 unique symbols provided by Iravatham Mahadevan' and gives no edition, no page and no table for that inventory.","VERIFIED","SRC-104","same, README.md section 2, 'Corpus Selection and Encoding'","2026-09-09","the-script-they-didnt-read","The word approximately is the repository's own. A corpus whose sign inventory is approximate to its own author cannot support a decipherment claim, and this row is why SRC-104 supports no claim in this register (DEP-033)."
"DK-M-021","ramnerd/IVC_script_decoded claims a complete decoding of the Indus script and a 98.84% overall structural correlation with Old Tamil, including an SVO similarity of 1.0.","VERIFIED","SRC-104","same, README.md Abstract","2026-09-09","the-script-they-didnt-read","VERIFIED means the repository says this. The claim itself is untested here and is registered as DK-H-007 in the hypothesis gate, where it fails at the first gate for want of a recoverable sign inventory. It is recorded rather than ignored because it is a Dravidian-priority claim, and the preferred-counter-narrative test requires that such claims be examined and not waved through or quietly dropped."
"DK-M-022","akksshhaay/Indus-Seal-Dataset contains 327 JPEG images and one spreadsheet, ExhaustiveDatabaseOfSeals.xlsx, with 135 data rows and the columns Image No, Image, Text Image, Symbolic Image, Description, Link, Time and Location.","VERIFIED","SRC-105","akksshhaay/Indus-Seal-Dataset @ 536a7e2, file enumeration and xl/worksheets/sheet1.xml parsed from the workbook","2026-09-09","the-script-they-didnt-read","Corrects this unit's own first reading, which reported no provenance table because the README says csv and the file is xlsx. BF-027."
"DK-M-023","In that spreadsheet 38 of 135 rows carry any Location and 18 carry any Time. Three Location values name an intra-site context: 'Trench 41NE, Harappa', 'Trench 37 , Harappa' and 'central area of Mound E'. The Time values are inconsistent in form, including '2500 bce', '2200-1900 BCE' and '4000 years old'.","VERIFIED","SRC-105","same, columns G and H of sheet1; values enumerated in 04-AUDITS/domain-k-method.md §3","2026-09-09","the-script-they-didnt-read","28.1% of rows locate the object even to a site. Site names are spelled five ways for Mohenjo-daro alone, so the column cannot be grouped without editorial decisions this record has not made."
"DK-M-024","96 of the 122 filled Link cells in that spreadsheet point at www.harappa.com; the Description column reproduces caption text from those pages. No CISI or Mahadevan object number appears anywhere in the workbook.","VERIFIED","SRC-105","same, column F host counts and column E contents","2026-09-09","the-script-they-didnt-read","So the one provenance-bearing table reached in this session is a scrape of a website that is itself blocked here (SRC-112), and it cannot be joined to SRC-102 by any key. Source genealogy: it is not an independent record, and it is a further step from the excavation than CISI is."
"DK-M-025","19 of the 1,003 graphemes in the file set are P000, which the sign list defines as 'Represents a section of significant damage or lost material'. It is a placeholder for unread material, not a sign, and it occurs on 18 of the 179 records.","VERIFIED","SRC-102; SRC-103","mayig/indus-valley-script-corpus @ ad2f1e2, features/P000.json and the corpus grapheme arrays; 04-AUDITS/domain-k-indus-corpus.py, damage_marker_tokens and damage_marker_records","2026-09-09","the-script-they-didnt-read","Found by reading the sign list rather than by counting the corpus, and it changes four numbers: sign tokens 1,003 to 984, sign types 182 to 181, top-ten share 38.9% to 39.6%, mean length 5.60 to 5.50. It is recorded as its own row because a naive count of this file set - the count anyone reproducing this work would first get - includes it. 10.1% of the records carry at least one unreadable stretch."
"DK-M-026","The digitization's sign list contains exactly one non-sign entry, P000. Eight further entries carry descriptions expressing uncertainty about what the sign depicts ('Unknown asymmetric animal?', 'possibly with a stroke missing'), but each is a sign class with Parpola, Wells or Mahadevan numbers attached.","VERIFIED","SRC-103","same, keyword scan of the description field of all 397 features/*.json for damage, lost, unknown, unclear, illegible, blank, missing, separator, divider, space","2026-09-09","the-script-they-didnt-read","Recorded so that the exclusion in DK-M-025 is bounded: one entry was removed from the sign counts, and no other entry in the list is a placeholder. Uncertainty about what a sign depicts is not uncertainty about whether it is a sign."
