canonical_id,canonical_title,programme_type,origin_documents,origin_item_ids,owner_intent,target_audiences,current_routes,research_records,prototype_records,coverage_status,evidence_status,editorial_status,product_status,publication_status,what_exists,what_is_missing,contradictions_or_risks,research_required,museum_copy_required,visual_or_interaction_required,child_or_classroom_role,rights_or_consent_requirements,dependencies,recommended_release,release_role,rationale
rigveda-word-collocations.html,"Word Company in the Rigveda: Gods, Enemies, Collocations",current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-1; BL-2; BL-5; BL-6; BL-12; BL-18; BL-31; BL-52,Use this page only for test a public count by inspecting included and excluded occurrences in context. Its published existence does not confer verified status.,public; scholar; child/classroom only through an approved adapted action,rigveda-word-collocations.html,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1433 visible words, 2 citation signals, 44 links; exact related routes: caste-vocabulary-curve.html; criminalised-today.html; dasa-forts-rigveda.html; four-varnas-one-verse.html; geography-in-vedic-texts.html; mitanni.html; mlecha.html","Convert the load-bearing propositions on Word Company in the Rigveda: Gods, Enemies, Collocations into claim-to-record links; structural citation signals (2) are not verification.",No specific factual error established here; later claim audit remains required.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Searchable verse/source viewer with lemma, form, translation variants, passage context and counted/not-counted reason; never use book order as a date axis. For this route, centre the composition on “Word Company in the Rigveda: Gods, Enemies, Collocations”.",Child/classroom role: Test a public count by inspecting included and excluded occurrences in context. only if included in an approved vertical.,Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/rigveda-pur-family.csv; 03-REGISTERS/rigveda-pur-passages.csv; 03-REGISTERS/rigveda-varna.csv; 03-REGISTERS/rigveda-varna-occurrences.csv; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-4j-corpus.md; open research PR #30 → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
sacred-ash.html,Sacred Ash: The Ashmounds and What They Do Not Prove,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-11; BL-18; BL-25; BL-26; BL-27; BL-28; BL-30; BL-31; BL-66; BL-67,"Use this page only for excavate context, date the layer and decide what the object can and cannot establish. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,sacred-ash.html,06-BRIEFS/mvp-fifteen/07-keeladi.md; 06-BRIEFS/mvp-fifteen/08-before-the-indus.md; 06-BRIEFS/mvp-fifteen/09-the-water-city.md; 03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"2107 visible words, 16 citation signals, 17 links; exact related routes: before-the-indus.html; brahmi.html; excavation-bias-funding.html; indus-to-vedic-gap.html; keeladi.html; material-culture-ancient-south-asia.html; meluhha-trade.html",Convert the load-bearing propositions on Sacred Ash: The Ashmounds and What They Do Not Prove into claim-to-record links; structural citation signals (16) are not verification.,No specific factual error established here; later claim audit remains required.,06-BRIEFS/mvp-fifteen/07-keeladi.md; 06-BRIEFS/mvp-fifteen/08-before-the-indus.md; 06-BRIEFS/mvp-fifteen/09-the-water-city.md; 03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Excavation/context view with trench, layer, object, date range and alternative reading; movement maps separate material from people and language. For this route, centre the composition on “Sacred Ash: The Ashmounds and What They Do Not Prove”.","Child/classroom role: Excavate context, date the layer and decide what the object can and cannot establish. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,06-BRIEFS/mvp-fifteen/07-keeladi.md; 06-BRIEFS/mvp-fifteen/08-before-the-indus.md; 06-BRIEFS/mvp-fifteen/09-the-water-city.md; 03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
sanskritisation-of-place-names.html,"The Renaming: Places, Peoples and Sanskritised Names",current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Use this page only for trace a claim backward through author, archive, translation, funding and omission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,sanskritisation-of-place-names.html,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1748 visible words, 2 citation signals, 46 links; exact related routes: authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html","Convert the load-bearing propositions on The Renaming: Places, Peoples and Sanskritised Names into claim-to-record links; structural citation signals (2) are not verification.",No specific factual error established here; later claim audit remains required.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “The Renaming: Places, Peoples and Sanskritised Names”.","Child/classroom role: Trace a claim backward through author, archive, translation, funding and omission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
search.html,Search: Find Anything Across the Evidence,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-20; BL-21; BL-22; BL-23; BL-24; BL-25; BL-31; BL-32; BL-47; BL-48; BL-49; BL-52,"Use this page only for open one record, inspect its locator and evidence role, compare a counter-record, then follow its revision history. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,search.html,13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json,site main prototypes/ only where threshold/field grammar applies,REDESIGN,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"152 visible words, 1 citation signals, 15 links; exact related routes: artifact-atlas.html; research-index.html; sources.html; the-ledger.html",Convert the load-bearing propositions on Search: Find Anything Across the Evidence into claim-to-record links; structural citation signals (1) are not verification.,No specific factual error established here; later claim audit remains required.,13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Record table plus expandable locator/source-ancestry drawer; relationships appear only after their evidence links and uncertainty are visible. For this route, centre the composition on “Search: Find Anything Across the Evidence”.","Child/classroom role: Open one record, inspect its locator and evidence role, compare a counter-record, then follow its revision history. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json → route brief → correction/interaction acceptance.,RELEASE 1,enabler,"Route role is enabler; prominence follows evidence and museum value, not page count."
siddha-and-ayurveda.html,Siddha and Ayurveda Compared on Their Own Terms,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-18; BL-26; BL-31; BL-52; BL-69,"Use this page only for inspect the object or instrument, test a reconstruction and separate historical evidence from present practice. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,siddha-and-ayurveda.html,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted astronomy/music/medical source programmes,site main prototypes/ only where threshold/field grammar applies,DEEPEN,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"3413 visible words, 6 citation signals, 32 links; exact related routes: ancient-south-asian-astronomy.html; dravidian-sky.html; the-medicine-question.html",Convert the load-bearing propositions on Siddha and Ayurveda Compared on Their Own Terms into claim-to-record links; structural citation signals (6) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted astronomy/music/medical source programmes,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Instrument/object/source comparison with reconstruction labels, safety limits and rights; recreated sound or practice is never presented as survival without evidence. For this route, centre the composition on “Siddha and Ayurveda Compared on Their Own Terms”.","Child/classroom role: Inspect the object or instrument, test a reconstruction and separate historical evidence from present practice. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted astronomy/music/medical source programmes → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
sources.html,Sources: Four Questions Asked of Every One,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-20; BL-21; BL-22; BL-23; BL-24; BL-25; BL-31; BL-32; BL-47; BL-48; BL-49; BL-52,"Use this page only for open one record, inspect its locator and evidence role, compare a counter-record, then follow its revision history. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,sources.html,13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json,site main prototypes/ only where threshold/field grammar applies,REDESIGN,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1603 visible words, 33 citation signals, 23 links; exact related routes: artifact-atlas.html; research-index.html; search.html; the-ledger.html",Convert the load-bearing propositions on Sources: Four Questions Asked of Every One into claim-to-record links; structural citation signals (33) are not verification.,No specific factual error established here; later claim audit remains required.,13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Record table plus expandable locator/source-ancestry drawer; relationships appear only after their evidence links and uncertainty are visible. For this route, centre the composition on “Sources: Four Questions Asked of Every One”.","Child/classroom role: Open one record, inspect its locator and evidence role, compare a counter-record, then follow its revision history. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,13-PRODUCT-ARCHITECTURE/museum-framework.md; 06-BRIEFS/mvp-fifteen/03-artifact-atlas.md; 06-BRIEFS/mvp-fifteen/06-the-ledger.md; site:assets/data/page-evidence.json → route brief → correction/interaction acceptance.,RELEASE 1,enabler,"Route role is enabler; prominence follows evidence and museum value, not page count."
steppe.html,Steppe Ancestry in South Asia: What the DNA Shows,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"Use this page only for separate sampled person, modelled ancestry, population history, language and identity. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,steppe.html,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,site main prototypes/ only where threshold/field grammar applies,DEEPEN,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"814 visible words, 3 citation signals, 44 links; exact related routes: academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; the-definition.html; the-expansions.html; the-genome-of-caste.html",Convert the load-bearing propositions on Steppe Ancestry in South Asia: What the DNA Shows into claim-to-record links; structural citation signals (3) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “Steppe Ancestry in South Asia: What the DNA Shows”.","Child/classroom role: Separate sampled person, modelled ancestry, population history, language and identity. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
the-borrowed-ancestor.html,The Borrowed Ancestor: How Local Myths Get Absorbed,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Use this page only for trace a claim backward through author, archive, translation, funding and omission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-borrowed-ancestor.html,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1884 visible words, 6 citation signals, 29 links; exact related routes: authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html",Convert the load-bearing propositions on The Borrowed Ancestor: How Local Myths Get Absorbed into claim-to-record links; structural citation signals (6) are not verification.,No specific factual error established here; later claim audit remains required.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “The Borrowed Ancestor: How Local Myths Get Absorbed”.","Child/classroom role: Trace a claim backward through author, archive, translation, funding and omission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
the-borrowed-lineage.html,The Borrowed Lineage: Invoking the Siddhas Without Them,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-18; BL-26; BL-31; BL-42; BL-43; BL-45; BL-52; BL-55,"Use this page only for trace a claim backward through author, archive, translation, funding and omission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-borrowed-lineage.html,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1527 visible words, 6 citation signals, 22 links; exact related routes: authorship-attribution-ancient-texts.html; chains-of-transmission.html; foreign-accounts-ancient-india.html; forest-peoples-sanskrit-record.html; indology.html; manuscript-custody.html; naming-in-ancient-india.html",Convert the load-bearing propositions on The Borrowed Lineage: Invoking the Siddhas Without Them into claim-to-record links; structural citation signals (6) are not verification.,No specific factual error established here; later claim audit remains required.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Source-genealogy network showing who recorded, preserved, translated, funded and excluded; motive appears only when documented. For this route, centre the composition on “The Borrowed Lineage: Invoking the Siddhas Without Them”.","Child/classroom role: Trace a claim backward through author, archive, translation, funding and omission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,04-AUDITS/ARCHIVE-AND-POWER-AUDIT.csv; 04-AUDITS/BIAS-FAILURE-LOG.csv; 06-BRIEFS/mvp-fifteen/14-custody.md; 06-BRIEFS/mvp-fifteen/15-the-archive.md → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
the-broken-chain.html,The Broken Chain: The Order of Nuns That Could Not Return,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,"Use this page only for compare who is speaking and whether the source is self-description, opponent report or later transmission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-broken-chain.html,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1596 visible words, 7 citation signals, 26 links; exact related routes: brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-computed-dawn.html; the-eastern-tradition.html; the-gods-people-had.html",Convert the load-bearing propositions on The Broken Chain: The Order of Nuns That Could Not Return into claim-to-record links; structural citation signals (7) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “The Broken Chain: The Order of Nuns That Could Not Return”.","Child/classroom role: Compare who is speaking and whether the source is self-description, opponent report or later transmission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
the-computed-dawn.html,Aryabhata and the Kali Yuga Date That Was Calculated,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,"Use this page only for compare who is speaking and whether the source is self-description, opponent report or later transmission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-computed-dawn.html,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,site main prototypes/ only where threshold/field grammar applies,KEEP AS CONTEXT,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1763 visible words, 10 citation signals, 21 links; exact related routes: brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-broken-chain.html; the-eastern-tradition.html; the-gods-people-had.html",Convert the load-bearing propositions on Aryabhata and the Kali Yuga Date That Was Calculated into claim-to-record links; structural citation signals (10) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “Aryabhata and the Kali Yuga Date That Was Calculated”.","Child/classroom role: Compare who is speaking and whether the source is self-description, opponent report or later transmission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
the-deep-root.html,Elamo-Dravidian: Testing a Deep Language Connection,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-9; BL-10; BL-11; BL-13; BL-14; BL-18; BL-31; BL-40; BL-58; BL-69,"Use this page only for compare forms and choose which history each observation supports, complicates or cannot decide. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-deep-root.html,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,site main prototypes/ only where threshold/field grammar applies,MERGE,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1774 visible words, 12 citation signals, 19 links; exact related routes: elamo-dravidian-hypothesis.html; dravidian-sounds-sanskrit-lacks.html; elamo-dravidian-hypothesis.html; kinship-terms-south-asia.html; the-father-tongue.html; the-languages-we-lost.html; the-northwest-cousin.html","Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.",Cross-domain convergence risks making the disputed Elamo-Dravidian proposal appear multiply proven.,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Side-by-side form/sound table with audio only where consented; map attestation, contact and proposed shift separately; no family-tree certainty from lexical counts. For this route, centre the composition on “Elamo-Dravidian: Testing a Deep Language Connection”.","Child/classroom role: Compare forms and choose which history each observation supports, complicates or cannot decide. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/domain-e-claims.csv; 03-REGISTERS/domain-e-measurements.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; open research PR #22 → route brief → correction/interaction acceptance.,RELEASE 1,safety correction,"Route role is safety correction; prominence follows evidence and museum value, not page count."
the-definition.html,"The Definition: Hindutva's Own Test, Applied to Its Authors",current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-1; BL-5; BL-19; BL-22; BL-26; BL-30; BL-31; BL-52,"Use this page only for separate sampled person, modelled ancestry, population history, language and identity. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-definition.html,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,site main prototypes/ only where threshold/field grammar applies,REFRAME,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"2438 visible words, 5 citation signals, 24 links; exact related routes: academia-battlefield.html; beneath-both-waves.html; endogamy-clock.html; gotra.html; steppe.html; the-expansions.html; the-genome-of-caste.html","Resolve the named correction before prominence; bind every changed claim to locator, evidence role, counter-evidence and revision.","Analytical ancestry components cannot be rendered as peoples, languages or biological fatherlands.",03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Sample-to-model comparison showing sample place/date, method, confidence and limits; ancestry components never rendered as peoples or languages. For this route, centre the composition on “The Definition: Hindutva's Own Test, Applied to Its Authors”.","Child/classroom role: Separate sampled person, modelled ancestry, population history, language and identity. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 04-AUDITS/REAUDIT-QUEUE.csv; CORRECTIONS-PENDING.md; NONE LOCATED for an accepted methods-qualified genetics synthesis → route brief → correction/interaction acceptance.,RELEASE 1,safety correction,"Route role is safety correction; prominence follows evidence and museum value, not page count."
the-eastern-tradition.html,Greater Magadha: Sramana Traditions Were Not Vedic Reform,current intended page,Current site route; exact 133-page inventory; full backlog; relevant deck/running-list material,BL-6; BL-15; BL-16; BL-17; BL-18; BL-31; BL-52,"Use this page only for compare who is speaking and whether the source is self-description, opponent report or later transmission. Its published existence does not confer verified status.",public; scholar; child/classroom only through an approved adapted action,the-eastern-tradition.html,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,site main prototypes/ only where threshold/field grammar applies,DEEPEN,uncertified unless an accepted record is named,partial; action in route map,partial or reading-only,live,"1296 visible words, 13 citation signals, 18 links; exact related routes: brahmavadini.html; bronkhorst.html; how-buddhism-left.html; panini.html; the-broken-chain.html; the-computed-dawn.html; the-gods-people-had.html",Convert the load-bearing propositions on Greater Magadha: Sramana Traditions Were Not Vedic Reform into claim-to-record links; structural citation signals (13) are not verification.,No specific factual error established here; later claim audit remains required.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity,Rewrite only after claim-to-record mapping; retain as context when investigation value is low.,"Parallel source/voice viewer that distinguishes self-description, rival report, later commentary and modern reconstruction. For this route, centre the composition on “Greater Magadha: Sramana Traditions Were Not Vedic Reform”.","Child/classroom role: Compare who is speaking and whether the source is self-description, opponent report or later transmission. only if included in an approved vertical.",Rights review for sources/assets; community consent where identity or living knowledge is represented.,03-REGISTERS/inherited-claims.csv; 02-SOURCES/access-ledger.csv; NONE LOCATED for accepted Pāli/Prakrit/Jain/Aśokan/Chinese-pilgrim corpus parity → route brief → correction/interaction acceptance.,RELEASE 2,retained context,"Route role is retained context; prominence follows evidence and museum value, not page count."
