"current_path","authority","migration_state","proposed_path","proposed_path_status","inbound_refs_fullpath","inbound_refs_basename_only","referring_files","move_precondition","old_path_crosswalk"
"00-CONTROLLER/.gitkeep","control-plane","NOT-MOVED","NO-PROPOSAL-RECORDED","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","00-CONTROLLER/.gitkeep"
"00-CONTROLLER/CANONICAL-FILES.csv","control-plane","NOT-MOVED","NO-PROPOSAL-RECORDED","PROPOSED-NOT-ADOPTED (D-046)","2","4","CLAUDE.md; README.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/CANONICAL-FILES.csv"
"00-CONTROLLER/CONTRADICTION-REGISTER.csv","control-plane","NOT-MOVED","NO-PROPOSAL-RECORDED","PROPOSED-NOT-ADOPTED (D-046)","4","1","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; README.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/CONTRADICTION-REGISTER.csv"
"00-CONTROLLER/CONTROLLER-RECONCILIATION.md","control-plane","NOT-MOVED","governance/history/controller-conflicts.md","PROPOSED-NOT-ADOPTED (D-046)","9","10","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/path-migration-build.py; 09-DECISIONS/README.md; AI-AGENT-ROSTER.md; CLAUDE.md; README.md","D-046 adopts the target structure, and all 9 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/CONTROLLER-RECONCILIATION.md"
"00-CONTROLLER/IDENTIFIER-NAMESPACES.csv","control-plane","NOT-MOVED","NO-PROPOSAL-RECORDED","PROPOSED-NOT-ADOPTED (D-046)","2","1","00-CONTROLLER/CANONICAL-FILES.csv; 04-AUDITS/validate-registers.py","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv"
"00-CONTROLLER/METHODOLOGY-CONSTITUTION.md","control-plane","NOT-MOVED","governance/research-method.md","PROPOSED-NOT-ADOPTED (D-046)","18","6","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTROLLER-RECONCILIATION.md; 00-CONTROLLER/REPOSITORY-MAP.md; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/path-migration-build.py; 04-AUDITS/rigveda-pur-4j-method.md; 06-BACKLOG/BACKLOG-v2-ITEMS.md; 06-BRIEFS/pur-4j-corpus.md; 06-BRIEFS/pur-translation-standard.md; 06-BRIEFS/rv01-reconciliation.md; 09-DECISIONS/OWNER-DECISIONS.csv; 13-PRODUCT-ARCHITECTURE/museum-framework.md; AI-AGENT-ROSTER.md; CLAUDE.md; DECISIONS-NEEDED.md; README.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 18 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/METHODOLOGY-CONSTITUTION.md"
"00-CONTROLLER/PATH-MIGRATION.csv","control-plane","NOT-MOVED","NO-PROPOSAL-RECORDED","PROPOSED-NOT-ADOPTED (D-046)","5","4","00-CONTROLLER/CANONICAL-FILES.csv; 04-AUDITS/path-migration-build.py; 09-DECISIONS/OWNER-DECISIONS.csv; AI-AGENT-ROSTER.md; README.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/PATH-MIGRATION.csv"
"00-CONTROLLER/PROGRAMME.md","control-plane","NOT-MOVED","programme/README.md","PROPOSED-NOT-ADOPTED (D-046)","5","0","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; 04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md; 04-AUDITS/path-migration-build.py; AI-AGENT-ROSTER.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/PROGRAMME.md"
"00-CONTROLLER/REPOSITORY-MAP.md","control-plane","NOT-MOVED","NO-PROPOSAL-RECORDED","PROPOSED-NOT-ADOPTED (D-046)","4","2","00-CONTROLLER/CANONICAL-FILES.csv; 04-AUDITS/path-migration-build.py; CLAUDE.md; README.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/REPOSITORY-MAP.md"
"00-CONTROLLER/RESEARCH-CONSTITUTION.md","control-plane","NOT-MOVED","archive/inherited/controllers/research-constitution.md","PROPOSED-NOT-ADOPTED (D-046)","10","2","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTROLLER-RECONCILIATION.md; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/inherited-claims.csv; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/inherited-claims-extraction.py; 04-AUDITS/path-migration-build.py; 09-DECISIONS/DECISION-ID-MAP.csv; 09-DECISIONS/README.md; CLAUDE.md","D-046 adopts the target structure, and all 10 full-path reference(s) are rewritten in the same commit","00-CONTROLLER/RESEARCH-CONSTITUTION.md"
"01-INHERITED/.gitkeep","inherited-intake","NOT-MOVED","archive/inherited/.gitkeep","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/.gitkeep"
"01-INHERITED/chatgpt-project-handoff.md","inherited-intake","NOT-MOVED","archive/inherited/chatgpt-project-handoff.md","PROPOSED-NOT-ADOPTED (D-046)","0","1","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/chatgpt-project-handoff.md"
"01-INHERITED/claude-project-handoff.md","inherited-intake","NOT-MOVED","archive/inherited/claude-project-handoff.md","PROPOSED-NOT-ADOPTED (D-046)","19","1",".claude/agents/adversarial-reviewer.md; .claude/agents/corpus-analyst.md; .claude/agents/retriever.md; .claude/agents/source-genealogist.md; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTROLLER-RECONCILIATION.md; 00-CONTROLLER/PROGRAMME.md; 00-CONTROLLER/RESEARCH-CONSTITUTION.md; 01-INHERITED/curatorial-audit-v1.1/SCHEMA.md; 02-SOURCES/access-ledger.csv; 02-SOURCES/dependency.csv; 03-REGISTERS/domain-m-brahui-position.csv; 03-REGISTERS/inherited-claims.csv; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/inherited-claims-extraction.py; 05-HOLDS/HOLD-004-north-dravidian-comparative-evidence.md; 06-BACKLOG/README.md; 09-DECISIONS/DECISION-ID-MAP.csv; 09-DECISIONS/README.md","D-046 adopts the target structure, and all 19 full-path reference(s) are rewritten in the same commit","01-INHERITED/claude-project-handoff.md"
"01-INHERITED/curatorial-audit-v1.1/SCHEMA.md","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/SCHEMA.md","PROPOSED-NOT-ADOPTED (D-046)","0","2","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/curatorial-audit-v1.1/SCHEMA.md"
"01-INHERITED/curatorial-audit-v1.1/asset-register.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/asset-register.csv","PROPOSED-NOT-ADOPTED (D-046)","0","1","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/curatorial-audit-v1.1/asset-register.csv"
"01-INHERITED/curatorial-audit-v1.1/claim-risk.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/claim-risk.csv","PROPOSED-NOT-ADOPTED (D-046)","1","1","03-REGISTERS/rigveda-pur-4j-interpretations.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","01-INHERITED/curatorial-audit-v1.1/claim-risk.csv"
"01-INHERITED/curatorial-audit-v1.1/environment-map.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/environment-map.csv","PROPOSED-NOT-ADOPTED (D-046)","1","0","13-PRODUCT-ARCHITECTURE/museum-framework.md","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","01-INHERITED/curatorial-audit-v1.1/environment-map.csv"
"01-INHERITED/curatorial-audit-v1.1/melakeela-curatorial-audit-v1.1.xlsx","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/melakeela-curatorial-audit-v1.1.xlsx","PROPOSED-NOT-ADOPTED (D-046)","1","1","06-BRIEFS/rv01-reconciliation.md","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","01-INHERITED/curatorial-audit-v1.1/melakeela-curatorial-audit-v1.1.xlsx"
"01-INHERITED/curatorial-audit-v1.1/method-limits.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/method-limits.csv","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/curatorial-audit-v1.1/method-limits.csv"
"01-INHERITED/curatorial-audit-v1.1/mvp.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/mvp.csv","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/curatorial-audit-v1.1/mvp.csv"
"01-INHERITED/curatorial-audit-v1.1/overlap-tensions.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/overlap-tensions.csv","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/curatorial-audit-v1.1/overlap-tensions.csv"
"01-INHERITED/curatorial-audit-v1.1/page-audit.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/page-audit.csv","PROPOSED-NOT-ADOPTED (D-046)","4","1","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 06-BACKLOG/README.md; 06-BRIEFS/rv01-reconciliation.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","01-INHERITED/curatorial-audit-v1.1/page-audit.csv"
"01-INHERITED/curatorial-audit-v1.1/summary.csv","inherited-intake","NOT-MOVED","archive/inherited/curatorial-audit-v1.1/summary.csv","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","01-INHERITED/curatorial-audit-v1.1/summary.csv"
"01-INHERITED/site-review/MELAKEELASITEREVIEWRUNNINGLIST.md","inherited-intake","NOT-MOVED","archive/inherited/site-review/MELAKEELASITEREVIEWRUNNINGLIST.md","PROPOSED-NOT-ADOPTED (D-046)","5","2",".claude/agents/historiography-auditor.md; 00-CONTROLLER/CANONICAL-FILES.csv; 06-BRIEFS/rv01-reconciliation.md; 09-DECISIONS/OWNER-DECISIONS.csv; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 5 full-path reference(s) are rewritten in the same commit","01-INHERITED/site-review/MELAKEELASITEREVIEWRUNNINGLIST.md"
"01-INHERITED/site-review/MELAKEELASITEREVIEWRUNNINGLIST2.md","inherited-intake","NOT-MOVED","archive/inherited/site-review/MELAKEELASITEREVIEWRUNNINGLIST2.md","PROPOSED-NOT-ADOPTED (D-046)","1","1","00-CONTROLLER/CANONICAL-FILES.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","01-INHERITED/site-review/MELAKEELASITEREVIEWRUNNINGLIST2.md"
"01-INHERITED/site-review/RUNNING-LIST-RECONCILIATION.md","inherited-intake","NOT-MOVED","archive/inherited/site-review/RUNNING-LIST-RECONCILIATION.md","PROPOSED-NOT-ADOPTED (D-046)","4","1","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/PROGRAMME.md; CORRECTIONS-PENDING.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","01-INHERITED/site-review/RUNNING-LIST-RECONCILIATION.md"
"02-SOURCES/.gitkeep","source-authority","NOT-MOVED","evidence/sources/.gitkeep","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","02-SOURCES/.gitkeep"
"02-SOURCES/access-ledger.csv","source-authority","NOT-MOVED","evidence/sources/access-events.csv","PROPOSED-NOT-ADOPTED (D-046)","29","2",".claude/agents/adversarial-reviewer.md; .claude/agents/retriever.md; .claude/agents/source-genealogist.md; .claude/hooks/block-push-on-register-failure.sh; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 00-CONTROLLER/CONTROLLER-RECONCILIATION.md; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 00-CONTROLLER/REPOSITORY-MAP.md; 01-INHERITED/curatorial-audit-v1.1/SCHEMA.md; 02-SOURCES/retrieval-notes-2026-09-06.md; 03-REGISTERS/dedr-digitisation-lineage.csv; 03-REGISTERS/domain-e-measurements.csv; 04-AUDITS/ADVERSARIAL-REVIEW-PR22-DOMAIN-M.md; 04-AUDITS/MIGRATION-HOLDS.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md; 04-AUDITS/domain-e-evidence-mass.py; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/path-migration-build.py; 04-AUDITS/rigveda-pur-family-method.md; 04-AUDITS/rv-pur-passage-build.py; 04-AUDITS/validate-registers.py; 06-BACKLOG/BACKLOG-v2-ITEMS.md; 13-PRODUCT-ARCHITECTURE/museum-framework.md; CLAUDE.md; DECISIONS-NEEDED.md; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 29 full-path reference(s) are rewritten in the same commit","02-SOURCES/access-ledger.csv"
"02-SOURCES/dependency.csv","source-authority","NOT-MOVED","evidence/sources/dependencies.csv","PROPOSED-NOT-ADOPTED (D-046)","21","3",".claude/agents/adversarial-reviewer.md; .claude/agents/source-genealogist.md; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 00-CONTROLLER/CONTROLLER-RECONCILIATION.md; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/access-ledger.csv; 03-REGISTERS/dedr-digitisation-lineage.csv; 03-REGISTERS/domain-e-interpretations.csv; 03-REGISTERS/rigveda-pur-family.csv; 04-AUDITS/MIGRATION-HOLDS.csv; 04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md; 04-AUDITS/claim-sources-build.py; 04-AUDITS/domain-m-adversarial-review-2026-09-07.md; 04-AUDITS/identifier-normalisation-brief.md; 04-AUDITS/north-dravidian-cognate-sharing.py; 04-AUDITS/path-migration-build.py; 04-AUDITS/validate-registers.py; 09-DECISIONS/OWNER-DECISIONS.csv; 13-PRODUCT-ARCHITECTURE/museum-framework.md; CLAUDE.md","D-046 adopts the target structure, and all 21 full-path reference(s) are rewritten in the same commit","02-SOURCES/dependency.csv"
"02-SOURCES/domain-e-manifest-2026-09-07.md","source-authority","NOT-MOVED","evidence/sources/domain-e-manifest-2026-09-07.md","PROPOSED-NOT-ADOPTED (D-046)","2","0","02-SOURCES/access-ledger.csv; 04-AUDITS/ADVERSARIAL-REVIEW-PR22-DOMAIN-M.md","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","02-SOURCES/domain-e-manifest-2026-09-07.md"
"02-SOURCES/dravlex-glottolog-manifest-2026-09-07.md","source-authority","NOT-MOVED","evidence/sources/dravlex-glottolog-manifest-2026-09-07.md","PROPOSED-NOT-ADOPTED (D-046)","2","0",".claude/agents/retriever.md; 04-AUDITS/north-dravidian-cognate-sharing.py","D-046 adopts the target structure, and all 2 full-path reference(s) are rewritten in the same commit","02-SOURCES/dravlex-glottolog-manifest-2026-09-07.md"
"02-SOURCES/retrieval-notes-2026-09-06.md","source-authority","NOT-MOVED","evidence/sources/retrieval-notes-2026-09-06.md","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","02-SOURCES/retrieval-notes-2026-09-06.md"
"02-SOURCES/vedaweb-manifest-2026-09-07-extension.md","source-authority","NOT-MOVED","evidence/sources/vedaweb-manifest-2026-09-07-extension.md","PROPOSED-NOT-ADOPTED (D-046)","1","0","04-AUDITS/rigveda-pur-4j-method.md","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","02-SOURCES/vedaweb-manifest-2026-09-07-extension.md"
"02-SOURCES/vedaweb-manifest-2026-09-07.md","source-authority","NOT-MOVED","evidence/sources/vedaweb-manifest-2026-09-07.md","PROPOSED-NOT-ADOPTED (D-046)","8","0",".claude/agents/retriever.md; 02-SOURCES/access-ledger.csv; 02-SOURCES/domain-e-manifest-2026-09-07.md; 02-SOURCES/vedaweb-manifest-2026-09-07-extension.md; 03-REGISTERS/domain-e-claims.csv; 04-AUDITS/rigveda-pur-4j-method.md; 04-AUDITS/rigveda-pur-family-method.md; 06-BRIEFS/pur-translation-standard.md","D-046 adopts the target structure, and all 8 full-path reference(s) are rewritten in the same commit","02-SOURCES/vedaweb-manifest-2026-09-07.md"
"03-REGISTERS/.gitkeep","claim-authority","NOT-MOVED","evidence/registers/.gitkeep","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","03-REGISTERS/.gitkeep"
"03-REGISTERS/CLAIM-SOURCES.csv","claim-authority","NOT-MOVED","evidence/registers/CLAIM-SOURCES.csv","PROPOSED-NOT-ADOPTED (D-046)","7","2","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 04-AUDITS/claim-sources-build.py; 04-AUDITS/claim-status-build.py; 04-AUDITS/path-migration-build.py; 04-AUDITS/validate-registers.py; 09-DECISIONS/OWNER-DECISIONS.csv","D-046 adopts the target structure, and all 7 full-path reference(s) are rewritten in the same commit","03-REGISTERS/CLAIM-SOURCES.csv"
"03-REGISTERS/CLAIM-STATUS.csv","claim-authority","NOT-MOVED","evidence/registers/CLAIM-STATUS.csv","PROPOSED-NOT-ADOPTED (D-046)","8","2","00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 04-AUDITS/MIGRATION-HOLDS.csv; 04-AUDITS/claim-sources-build.py; 04-AUDITS/claim-status-build.py; 04-AUDITS/path-migration-build.py; 04-AUDITS/validate-registers.py; 09-DECISIONS/OWNER-DECISIONS.csv","D-046 adopts the target structure, and all 8 full-path reference(s) are rewritten in the same commit","03-REGISTERS/CLAIM-STATUS.csv"
"03-REGISTERS/CROSS-DOMAIN-BRIDGES.csv","claim-authority","NOT-MOVED","evidence/registers/CROSS-DOMAIN-BRIDGES.csv","PROPOSED-NOT-ADOPTED (D-046)","3","4","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-interpretations.csv; 04-AUDITS/domain-e-method-comparative.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","03-REGISTERS/CROSS-DOMAIN-BRIDGES.csv"
"03-REGISTERS/HYPOTHESIS-ELIGIBILITY.csv","claim-authority","NOT-MOVED","evidence/registers/HYPOTHESIS-ELIGIBILITY.csv","PROPOSED-NOT-ADOPTED (D-046)","10","4",".claude/agents/chronology-gate.md; 00-CONTROLLER/CANONICAL-FILES.csv; 00-CONTROLLER/CONTRADICTION-REGISTER.csv; 00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-interpretations.csv; 04-AUDITS/MIGRATION-HOLDS.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/domain-e-method-comparative.md; 04-AUDITS/identifier-normalisation-brief.md; 05-HOLDS/HOLD-005-substrate-literature.md","D-046 adopts the target structure, and all 10 full-path reference(s) are rewritten in the same commit","03-REGISTERS/HYPOTHESIS-ELIGIBILITY.csv"
"03-REGISTERS/dedr-digitisation-lineage.csv","claim-authority","NOT-MOVED","evidence/registers/dedr-digitisation-lineage.csv","PROPOSED-NOT-ADOPTED (D-046)","3","0","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/dependency.csv; CORRECTIONS-PENDING.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","03-REGISTERS/dedr-digitisation-lineage.csv"
"03-REGISTERS/domain-e-cdial-attribution-stats.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-cdial-attribution-stats.csv","PROPOSED-NOT-ADOPTED (D-046)","1","1","03-REGISTERS/domain-e-measurements.csv","D-046 adopts the target structure, and all 1 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-cdial-attribution-stats.csv"
"03-REGISTERS/domain-e-cdial-loan-candidates.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-cdial-loan-candidates.csv","PROPOSED-NOT-ADOPTED (D-046)","4","2","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-interpretations.csv; 03-REGISTERS/domain-e-measurements.csv; 04-AUDITS/domain-e-method-comparative.md","D-046 adopts the target structure, and all 4 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-cdial-loan-candidates.csv"
"03-REGISTERS/domain-e-claims.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-claims.csv","PROPOSED-NOT-ADOPTED (D-046)","10","0","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/access-ledger.csv; 03-REGISTERS/domain-m-brahui-position.csv; 04-AUDITS/REAUDIT-QUEUE.csv; 04-AUDITS/VALIDATOR-FINDINGS-2026-09-07.md; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/domain-e-method.md; 04-AUDITS/identifier-normalisation-brief.md; 06-BACKLOG/BACKLOG-COVERAGE.csv; RESEARCH-QUEUE.md","D-046 adopts the target structure, and all 10 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-claims.csv"
"03-REGISTERS/domain-e-draft-copy.md","claim-authority","NOT-MOVED","evidence/registers/domain-e-draft-copy.md","PROPOSED-NOT-ADOPTED (D-046)","0","0","","D-046 adopts the target structure; no full-path reference to rewrite","03-REGISTERS/domain-e-draft-copy.md"
"03-REGISTERS/domain-e-evidence-mass.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-evidence-mass.csv","PROPOSED-NOT-ADOPTED (D-046)","3","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-interpretations.csv; 04-AUDITS/domain-e-method-comparative.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-evidence-mass.csv"
"03-REGISTERS/domain-e-geography.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-geography.csv","PROPOSED-NOT-ADOPTED (D-046)","3","1","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 03-REGISTERS/domain-e-interpretations.csv; 04-AUDITS/domain-e-method-comparative.md","D-046 adopts the target structure, and all 3 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-geography.csv"
"03-REGISTERS/domain-e-hydronyms.csv","claim-authority","NOT-MOVED","evidence/registers/domain-e-hydronyms.csv","PROPOSED-NOT-ADOPTED (D-046)","7","2","00-CONTROLLER/IDENTIFIER-NAMESPACES.csv; 02-SOURCES/dependency.csv; 03-REGISTERS/domain-e-claims.csv; 04-AUDITS/backlog-coverage-build.py; 04-AUDITS/domain-e-method.md; 04-AUDITS/identifier-normalisation-brief.md; 06-BACKLOG/BACKLOG-COVERAGE.csv","D-046 adopts the target structure, and all 7 full-path reference(s) are rewritten in the same commit","03-REGISTERS/domain-e-hydronyms.csv"
